"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","FTP Path to Experiment","Library Name","Library Strategy","Library Source","Library Selection"
"SRX674206","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677935","","46.86","1","443464","89579728","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674206","G3808_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674205","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677935","","120","1","1030231","208106662","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674205","G3808.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674204","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677934","","37.19","1","348732","70443864","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674204","G3807_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674203","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677934","","88.11","1","799600","161519200","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674203","G3807.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674202","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677933","","12.63","1","113248","22876096","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674202","G3805.2_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674201","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677933","","14.98","1","146589","29610978","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674201","G3805.2.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674200","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677932","","18.67","1","167674","33870148","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674200","G3805.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674199","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677932","","69.33","1","615820","124395640","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674199","G3805.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674198","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677931","","26.62","1","236430","47758860","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674198","G3800_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674197","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677931","","110.28","1","987105","199395210","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674197","G3800.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674196","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677930","","55.11","1","509756","102970712","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674196","G3799_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674195","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677930","","78.69","1","707804","142976408","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674195","G3799.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674194","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677929","","90.75","1","858807","173479014","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674194","G3798_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674193","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677929","","45.86","1","410688","82958976","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674193","G3798.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674192","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677928","","87.16","1","788835","159344670","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674192","G3796_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674191","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677928","","116.11","1","1046831","211459862","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674191","G3796.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674190","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677927","","51.49","1","459210","92760420","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674190","G3795_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674189","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677927","","62.55","1","549583","111015766","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674189","G3795.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674188","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677926","","30.16","1","268475","54231950","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674188","G3789.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674187","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677926","","32.2","1","291472","58877344","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674187","G3789.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674186","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677925","","57.26","1","530228","107106056","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674186","G3788_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674185","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677925","","74.49","1","667504","134835808","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674185","G3788.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674184","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677924","","30.46","1","263992","53326384","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674184","G3787_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674183","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677924","","37.9","1","340774","68836348","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674183","G3787.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674182","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677923","","15.67","1","136554","27583908","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674182","G3786_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674181","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677923","","21.87","1","179329","36224458","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674181","G3786.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674180","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677922","","45.71","1","409690","82757380","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674180","G3782_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674179","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677922","","69.68","1","600458","121292516","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674179","G3782.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674178","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677921","","19.42","1","170509","34442818","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674178","G3771_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674177","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677921","","35.09","1","311250","62872500","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674177","G3771.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674176","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677920","","184.17","1","1685443","340459486","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674176","G3770.2_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674175","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677920","","280.74","1","2604626","526134452","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674175","G3770.2.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674174","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677919","","109.36","1","1023692","206785784","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674174","G3770.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674173","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677919","","137.69","1","1263774","255282348","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674173","G3770.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674172","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677918","","129.92","1","1213118","245049836","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674172","G3769.4_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674171","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677918","","14.04","1","128967","26051334","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674171","G3769.4.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674170","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677917","","34.5","1","299891","60577982","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674170","G3769.3_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674169","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677917","","66.55","1","631403","127543406","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674169","G3769.3.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674168","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677916","","43.36","1","396878","80169356","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674168","G3769.2_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674167","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677916","","44.92","1","403214","81449228","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674167","G3769.2.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674166","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677915","","52.68","1","483486","97664172","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674166","G3769.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674165","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677915","","69.53","1","609810","123181620","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674165","G3769.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674164","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677914","","10.74","1","95830","19357660","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674164","G3765.2_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674163","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677914","","30.79","1","242542","48993484","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674163","G3765.2.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674162","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677913","","174.5","1","1598975","322992950","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674162","G3764_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674161","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677913","","199.09","1","1783452","360257304","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674161","G3764.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674160","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677912","","96.52","1","878287","177413974","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674160","G3758_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674159","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677912","","106.37","1","922252","186294904","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674159","G3758.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674158","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677911","","50.3","1","448015","90499030","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674158","G3752_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674157","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677911","","42.95","1","377942","76344284","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674157","G3752.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674156","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677910","","10.96","1","90353","18251306","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674156","G3750.3_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674155","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677910","","20.99","1","170590","34459180","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674155","G3750.3.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674154","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677909","","10.14","1","84652","17099704","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674154","G3750.2_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674153","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677909","","22.41","1","200085","40417170","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674153","G3750.2.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674152","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677908","","16.41","1","137107","27695614","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674152","G3750.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674151","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677908","","45.18","1","418852","84608104","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674151","G3750.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674150","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677907","","203.27","1","1870730","377887460","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674150","G3735.2_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674149","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677907","","218.27","1","1950503","394001606","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674149","G3735.2.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674148","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677906","","211.66","1","1916723","387178046","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674148","G3735.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674147","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677906","","203.17","1","1826733","369000066","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674147","G3735.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674146","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677905","","19.59","1","174960","35341920","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674146","G3734.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674145","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677905","","45.14","1","419091","84656382","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674145","G3734.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674144","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677904","","156.18","1","1435021","289874242","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674144","G3729_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674143","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677904","","160.62","1","1380140","278788280","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674143","G3729.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674142","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677903","","180.67","1","1670784","337498368","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674142","G3724_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
